id,descripcion,costo,fecha,reservahabitaciones_id
62491,Star.,24,2023-10-24,26502
62492,Ability.,80,2023-10-26,28071
62493,Value.,90,2023-10-08,56267
62494,We.,119,2023-10-17,54853
62495,Reach.,58,2023-11-02,75097
62496,Right if.,99,2023-10-29,82183
62497,Imagine.,142,2023-10-28,63412
62498,Cup up.,38,2023-10-22,3128
62499,Provide.,131,2023-11-05,48163
62500,Product.,78,2023-11-06,81128
62501,Above.,189,2023-10-14,16216
62502,Stand.,120,2023-10-14,79263
62503,Four full.,76,2023-10-11,76663
62504,Resource.,174,2023-10-31,33293
62505,Huge.,199,2023-10-26,40248
62506,Group.,91,2023-10-20,36502
62507,Authority.,70,2023-10-12,36295
62508,There.,104,2023-10-15,96496
62509,Arm bad I.,14,2023-10-13,83799
62510,Military.,43,2023-10-23,20423
62511,Inside.,134,2023-10-22,61815
62512,Southern.,189,2023-11-03,54975
62513,Station.,89,2023-11-04,57043
62514,Character.,140,2023-11-02,23998
62515,Actually.,48,2023-10-29,21324
62516,Church.,15,2023-10-10,58644
62517,Such.,39,2023-10-15,26940
62518,Simply.,187,2023-10-15,41710
62519,Save how.,168,2023-10-23,52867
62520,Stop.,124,2023-10-13,56995
62521,Foreign.,149,2023-11-03,62484
62522,Worker.,112,2023-11-02,14709
62523,Eight.,58,2023-11-02,69388
62524,Pressure.,55,2023-10-28,51037
62525,Live.,132,2023-10-09,4367
62526,Decade.,41,2023-10-16,29569
62527,Hundred.,48,2023-10-30,32102
62528,Make.,153,2023-10-10,89950
62529,Natural.,33,2023-10-19,6138
62530,Stock.,114,2023-10-16,12053
62531,Summer.,97,2023-10-23,77204
62532,PM need.,46,2023-10-13,35574
62533,Woman.,56,2023-10-21,9820
62534,Kind.,19,2023-11-03,67709
62535,Task my.,54,2023-10-23,69287
62536,Part.,70,2023-10-30,16311
62537,Message.,167,2023-10-08,31523
62538,Green.,89,2023-10-09,62008
62539,Study.,126,2023-10-23,22053
62540,Result.,33,2023-11-05,80606
62541,Ball.,153,2023-11-03,25690
62542,Hour down.,139,2023-10-15,9657
62543,Finally.,75,2023-10-26,11599
62544,Without.,142,2023-10-15,88488
62545,Rise by.,112,2023-10-28,52251
62546,Center my.,108,2023-10-09,90344
62547,Remember.,124,2023-10-24,26141
62548,Up food.,37,2023-10-29,29032
62549,Tough.,32,2023-10-12,36736
62550,Sea.,156,2023-11-02,31930
62551,Agency.,115,2023-10-10,1138
62552,Style.,33,2023-10-21,35725
62553,Live land.,175,2023-10-18,14161
62554,Also idea.,79,2023-10-17,63909
62555,Important.,164,2023-10-23,6003
62556,Account.,151,2023-10-17,48175
62557,Cover.,182,2023-11-01,59389
62558,Add.,68,2023-10-10,38734
62559,Inside.,134,2023-10-18,3283
62560,One seat.,43,2023-10-14,67986
62561,Wrong bar.,165,2023-10-28,50232
62562,Role.,180,2023-11-01,91965
62563,Why adult.,53,2023-11-05,1145
62564,Knowledge.,167,2023-10-24,70674
62565,Moment.,79,2023-10-21,32347
62566,Have.,41,2023-10-27,94286
62567,Almost.,63,2023-10-22,9069
62568,Address.,118,2023-10-26,39903
62569,Rule.,38,2023-10-30,71536
62570,Most old.,193,2023-10-15,20118
62571,Long.,172,2023-10-20,68987
62572,One.,194,2023-10-19,21115
62573,Somebody.,102,2023-10-11,14375
62574,Media.,165,2023-10-21,89919
62575,Will next.,167,2023-10-23,8113
62576,My this.,168,2023-11-05,74540
62577,Water.,59,2023-10-13,84406
62578,Past term.,166,2023-11-06,34017
62579,See lay.,168,2023-11-01,26556
62580,Since.,200,2023-10-24,74057
62581,Surface.,125,2023-10-20,58220
62582,Party.,191,2023-10-22,41895
62583,Design.,93,2023-10-12,94349
62584,Training.,95,2023-11-02,35459
62585,Get water.,16,2023-10-24,15659
62586,Size.,129,2023-11-03,70127
62587,Consumer.,45,2023-10-14,27459
62588,Time.,127,2023-10-25,47177
62589,Word.,113,2023-10-26,84996
62590,Computer.,152,2023-10-21,11392
62591,Around.,174,2023-10-24,73656
62592,Light.,191,2023-10-15,72746
62593,Growth if.,194,2023-11-06,86670
62594,Including.,31,2023-10-15,23707
62595,Political.,20,2023-10-13,59983
62596,Any.,85,2023-10-23,37683
62597,Later.,61,2023-10-12,93744
62598,Boy.,96,2023-10-23,75949
62599,Actually.,145,2023-10-17,48501
62600,Concern.,99,2023-11-05,72047
62601,Catch.,192,2023-10-25,1033
62602,House.,165,2023-11-01,96397
62603,Attention.,178,2023-10-23,83731
62604,Front.,69,2023-11-04,23471
62605,Small.,67,2023-10-11,2357
62606,Likely.,19,2023-10-20,10141
62607,Lose.,32,2023-11-06,33094
62608,Catch.,132,2023-11-06,10694
62609,Floor.,112,2023-10-30,43098
62610,Why alone.,138,2023-10-30,22511
62611,Former.,36,2023-10-21,76822
62612,Teach.,135,2023-10-20,97118
62613,Professor.,196,2023-11-03,55573
62614,World.,70,2023-10-14,66364
62615,Mother.,105,2023-11-05,29886
62616,Drop.,120,2023-10-20,16968
62617,Theory.,175,2023-10-27,42391
62618,Want no.,196,2023-11-01,64625
62619,Industry.,28,2023-10-09,85782
62620,Candidate.,11,2023-10-11,85499
62621,Choose.,39,2023-10-08,23161
62622,Blood.,55,2023-10-30,97271
62623,Stuff.,79,2023-10-15,22005
62624,By factor.,184,2023-10-30,38912
62625,Simply.,81,2023-11-05,4185
62626,Wear.,192,2023-11-04,34220
62627,Here be.,48,2023-11-01,15174
62628,Now.,30,2023-11-05,67045
62629,On.,45,2023-11-02,30847
62630,Stay.,30,2023-10-18,3996
62631,Purpose.,134,2023-10-19,97970
62632,Door.,181,2023-11-04,31838
62633,Clear.,126,2023-10-27,63834
62634,Citizen.,124,2023-10-11,79737
62635,Card.,22,2023-10-14,62737
62636,Possible.,50,2023-10-13,44009
62637,Address.,64,2023-11-06,99130
62638,Very.,73,2023-10-22,88911
62639,Nor.,198,2023-11-03,55104
62640,Itself.,27,2023-10-21,99467
62641,Page.,196,2023-10-23,41424
62642,Yes chair.,185,2023-11-03,98949
62643,Operation.,141,2023-10-12,72485
62644,Almost.,57,2023-10-15,96653
62645,Something.,69,2023-10-26,38185
62646,Leg such.,152,2023-10-26,26683
62647,Deal.,170,2023-11-03,44314
62648,Season.,193,2023-10-15,71654
62649,Tax.,189,2023-10-26,3861
62650,Become.,158,2023-10-08,11380
62651,Among PM.,146,2023-10-27,36220
62652,Summer.,149,2023-10-29,963
62653,Live less.,146,2023-10-08,84289
62654,Economy.,32,2023-10-11,99436
62655,Student.,126,2023-10-27,2054
62656,Cultural.,30,2023-10-12,8869
62657,Above.,73,2023-10-29,14530
62658,Trade.,85,2023-10-31,20038
62659,Speech.,196,2023-11-06,80654
62660,Kid us.,18,2023-11-06,76976
62661,Lay today.,18,2023-10-21,91881
62662,Account.,48,2023-10-31,24486
62663,His.,88,2023-10-22,99276
62664,Loss film.,46,2023-10-31,23703
62665,Worker.,68,2023-11-05,25660
62666,Kid door.,120,2023-10-20,91788
62667,Teach.,127,2023-10-20,51361
62668,Senior.,152,2023-10-13,95986
62669,Join boy.,191,2023-10-30,67128
62670,Whether.,197,2023-10-31,22380
62671,Hour.,129,2023-10-24,67307
62672,Kitchen.,81,2023-11-06,31331
62673,Then need.,87,2023-10-18,41056
62674,Style.,85,2023-10-21,63985
62675,Quickly.,189,2023-10-11,47275
62676,Base.,59,2023-10-21,15905
62677,Pattern.,104,2023-10-18,98066
62678,Another.,113,2023-11-04,33190
62679,Better.,91,2023-10-24,1670
62680,Space.,65,2023-10-16,75479
62681,Tell if.,87,2023-10-19,29349
62682,Certainly.,199,2023-10-25,81174
62683,Important.,162,2023-10-14,65142
62684,Exist.,41,2023-10-27,76110
62685,Never.,129,2023-10-25,76840
62686,Game.,124,2023-10-31,24124
62687,Step.,161,2023-10-16,25940
62688,Window.,146,2023-11-06,92160
62689,Forget.,22,2023-10-26,5297
62690,Catch.,177,2023-11-04,58611
62691,Interest.,85,2023-11-03,38853
62692,Those.,115,2023-10-14,44741
62693,Gas yeah.,139,2023-10-25,39860
62694,Source.,90,2023-10-12,6439
62695,Yet.,199,2023-10-18,37390
62696,Evening.,199,2023-10-31,69118
62697,Station.,182,2023-10-29,70204
62698,Staff.,69,2023-10-27,60686
62699,Line.,183,2023-11-03,27209
62700,Military.,117,2023-10-22,24302
62701,Material.,154,2023-10-10,55571
62702,Heart.,149,2023-10-27,76354
62703,Dream.,55,2023-10-30,7748
62704,Spring.,97,2023-10-13,50416
62705,Now rock.,50,2023-10-19,86951
62706,Learn.,177,2023-10-08,44930
62707,Foreign.,182,2023-10-28,46112
62708,Talk.,98,2023-10-12,70499
62709,Into.,164,2023-11-03,35326
62710,Along.,15,2023-10-30,40031
62711,Group.,181,2023-10-18,95095
62712,Eye.,181,2023-10-15,27581
62713,Cut.,37,2023-11-04,33956
62714,Fact this.,62,2023-10-24,71036
62715,Maintain.,45,2023-10-10,27786
62716,Pattern.,78,2023-10-31,86211
62717,Difficult.,134,2023-10-11,36636
62718,Drug.,107,2023-11-06,85876
62719,Each.,25,2023-10-22,75036
62720,How agree.,21,2023-10-12,10096
62721,Room.,30,2023-10-17,79615
62722,Plan tell.,149,2023-10-31,86264
62723,Local us.,96,2023-11-02,85700
62724,Develop.,119,2023-11-02,21354
62725,That.,191,2023-10-18,43963
62726,Game oil.,62,2023-10-27,25735
62727,Around.,82,2023-10-31,75476
62728,Break.,24,2023-10-31,66693
62729,Customer.,51,2023-11-05,40276
62730,Officer.,103,2023-10-21,25716
62731,Ok camera.,139,2023-11-01,84373
62732,Establish.,144,2023-11-04,45042
62733,Thousand.,59,2023-10-15,11378
62734,Project.,18,2023-10-21,54411
62735,Capital.,193,2023-11-05,17928
62736,Seven.,54,2023-10-20,45572
62737,Culture.,57,2023-10-20,13886
62738,Fire sit.,21,2023-11-06,19739
62739,Agree.,75,2023-10-30,18544
62740,Appear.,192,2023-10-26,32191
62741,Game how.,90,2023-10-09,72040
62742,Produce.,189,2023-11-05,52941
62743,Look.,122,2023-10-24,80031
62744,Modern.,145,2023-10-30,41750
62745,Man.,159,2023-10-15,30931
62746,Figure.,130,2023-10-22,92856
62747,Happy.,187,2023-10-28,34007
62748,Treatment.,19,2023-10-17,5506
62749,Central.,20,2023-11-03,13850
62750,Product.,24,2023-10-10,74616
62751,Return.,32,2023-10-09,50378
62752,Lot very.,96,2023-10-13,1607
62753,Throw.,130,2023-11-05,4410
62754,Baby.,82,2023-11-03,33928
62755,War bad.,149,2023-10-15,2241
62756,Break.,113,2023-10-26,40417
62757,Project.,57,2023-10-29,48825
62758,Yeah.,109,2023-11-05,10626
62759,Group too.,130,2023-10-27,25800
62760,Country.,116,2023-11-01,81436
62761,Better.,157,2023-10-12,32418
62762,Always.,199,2023-10-26,15554
62763,Benefit.,66,2023-10-11,23040
62764,Where.,88,2023-10-24,48692
62765,Those see.,127,2023-11-04,88528
62766,Future.,67,2023-10-28,50779
62767,Expect.,73,2023-10-08,53088
62768,Finally.,116,2023-11-03,22463
62769,Health.,143,2023-10-29,3811
62770,Now such.,33,2023-10-20,87223
62771,Little.,148,2023-10-10,28402
62772,Accept.,19,2023-10-20,43845
62773,Once.,144,2023-10-28,96431
62774,Or.,172,2023-10-30,95588
62775,Along.,14,2023-11-03,7130
62776,Good.,97,2023-10-29,70639
62777,I style.,169,2023-11-02,74894
62778,How know.,96,2023-10-15,78178
62779,Improve.,26,2023-10-08,93794
62780,Wonder.,54,2023-10-23,53356
62781,Draw.,10,2023-10-17,33458
62782,Continue.,195,2023-10-21,38712
62783,Strong.,144,2023-10-30,54427
62784,Very.,124,2023-10-17,91100
62785,Fire.,84,2023-10-15,94039
62786,Issue bit.,33,2023-10-28,69720
62787,Story.,106,2023-10-29,52762
62788,Fear.,135,2023-10-30,42309
62789,Blood.,153,2023-10-13,68979
62790,Every.,110,2023-10-20,65635
62791,Huge.,184,2023-10-17,17643
62792,Can.,184,2023-10-28,55434
62793,Sense.,96,2023-11-04,48964
62794,Rate.,122,2023-11-04,12580
62795,Popular.,156,2023-10-31,38366
62796,Past page.,33,2023-10-25,7297
62797,Role.,129,2023-11-03,45159
62798,Window.,63,2023-11-04,89259
62799,Produce.,116,2023-10-14,40925
62800,Feel.,137,2023-10-17,89780
62801,Alone.,85,2023-10-31,62962
62802,Loss.,50,2023-10-20,62412
62803,Radio.,70,2023-10-26,28113
62804,Cold.,54,2023-10-24,16078
62805,Manage.,188,2023-10-21,90766
62806,Still.,39,2023-10-12,89016
62807,Big.,29,2023-10-10,19669
62808,Large for.,83,2023-10-20,10681
62809,Affect.,14,2023-10-17,64500
62810,Weight.,126,2023-10-16,98314
62811,Gun.,134,2023-11-05,60817
62812,Fall.,48,2023-10-19,61463
62813,Sit.,192,2023-10-11,49380
62814,Account.,30,2023-10-21,83474
62815,Model.,105,2023-10-27,87124
62816,Like.,199,2023-10-29,4804
62817,Stage.,174,2023-10-17,97132
62818,Clearly.,23,2023-10-25,59415
62819,Measure.,58,2023-10-28,23030
62820,Interest.,90,2023-10-29,43557
62821,Drive.,103,2023-10-11,92528
62822,Outside.,19,2023-11-05,54354
62823,Rich.,87,2023-10-10,94560
62824,Argue.,74,2023-10-28,73153
62825,Per which.,86,2023-11-06,5636
62826,Million.,73,2023-11-05,31926
62827,Data go.,74,2023-11-03,13006
62828,Resource.,148,2023-10-26,99945
62829,Defense.,171,2023-10-24,39432
62830,Suddenly.,20,2023-10-16,73844
62831,Two hope.,147,2023-10-15,87377
62832,Door.,135,2023-11-05,80255
62833,Behind.,136,2023-10-20,15947
62834,Reflect.,29,2023-11-03,36532
62835,Worker.,185,2023-10-25,81006
62836,Old style.,73,2023-11-01,32488
62837,Shoulder.,114,2023-10-17,70679
62838,Nor.,86,2023-11-02,66362
62839,Big yeah.,50,2023-10-25,61708
62840,Baby.,138,2023-10-19,91695
62841,Identify.,47,2023-10-14,1755
62842,Whom how.,64,2023-10-26,38045
62843,Discover.,150,2023-11-06,93458
62844,Property.,43,2023-10-10,76545
62845,Air bad.,173,2023-11-06,95352
62846,Religious.,149,2023-10-19,37325
62847,Skill.,13,2023-10-08,65713
62848,Challenge.,15,2023-10-15,51903
62849,Room not.,71,2023-11-04,4353
62850,Report.,139,2023-10-21,86094
62851,Want.,123,2023-10-16,27010
62852,Magazine.,196,2023-11-04,54145
62853,Peace.,187,2023-10-08,60737
62854,Marriage.,26,2023-10-10,97431
62855,Anyone.,199,2023-10-10,89530
62856,Research.,193,2023-10-25,91099
62857,Strategy.,175,2023-10-20,46643
62858,Heart.,170,2023-10-11,2011
62859,Husband.,80,2023-10-31,28195
62860,Nearly.,71,2023-10-22,2845
62861,Like.,109,2023-10-22,81707
62862,Similar.,16,2023-10-30,84504
62863,Measure.,41,2023-10-28,53570
62864,Serious.,168,2023-10-19,84017
62865,Key.,89,2023-10-08,60443
62866,Recognize.,97,2023-10-15,86265
62867,Ground it.,11,2023-10-24,79723
62868,Report.,19,2023-10-11,52453
62869,Anyone.,135,2023-10-18,81840
62870,Lay.,185,2023-10-30,71751
62871,Woman.,21,2023-10-15,29000
62872,Response.,24,2023-10-20,32709
62873,Reduce.,101,2023-11-04,98663
62874,Many ago.,156,2023-10-22,42735
62875,Little.,126,2023-10-26,47908
62876,Win.,194,2023-10-14,81133
62877,Point end.,168,2023-10-23,39780
62878,Kitchen.,123,2023-10-16,92931
62879,Number.,22,2023-10-27,25924
62880,Old.,48,2023-10-24,48736
62881,Area.,196,2023-10-10,75319
62882,Head.,88,2023-10-22,71912
62883,Various.,47,2023-10-19,28688
62884,Scientist.,136,2023-10-11,41445
62885,Instead.,49,2023-10-25,2778
62886,A tough.,27,2023-10-08,57412
62887,Long.,23,2023-10-31,2036
62888,Also.,129,2023-10-23,65400
62889,Answer.,90,2023-10-28,75296
62890,Type whom.,40,2023-11-02,93888
62891,Fast unit.,53,2023-10-18,32671
62892,Piece.,117,2023-11-05,88193
62893,Smile.,176,2023-10-13,7444
62894,Care.,152,2023-10-13,86832
62895,Capital.,25,2023-10-29,78592
62896,Star.,167,2023-10-15,28940
62897,Down.,173,2023-10-20,47546
62898,Alone but.,112,2023-10-17,99117
62899,Action.,70,2023-11-06,96432
62900,Indicate.,96,2023-10-31,98277
62901,Adult.,50,2023-10-19,34361
62902,Your per.,174,2023-10-19,79587
62903,Material.,54,2023-11-05,32926
62904,Recent.,149,2023-10-14,55394
62905,Local.,198,2023-10-27,18193
62906,Firm.,135,2023-11-06,24142
62907,Daughter.,91,2023-10-19,64960
62908,Current.,186,2023-11-04,56732
62909,Most.,36,2023-10-09,74268
62910,Whether.,189,2023-10-25,267
62911,Find.,44,2023-10-21,62050
62912,Century.,90,2023-10-30,25944
62913,So some.,170,2023-10-15,67052
62914,Many.,31,2023-10-26,46151
62915,Feeling.,136,2023-11-04,50921
62916,Central.,175,2023-11-04,60848
62917,Activity.,154,2023-10-24,74789
62918,Personal.,129,2023-10-29,52878
62919,Avoid.,64,2023-10-22,63407
62920,Risk.,181,2023-10-30,85916
62921,Position.,63,2023-10-18,21641
62922,Himself.,19,2023-10-15,29527
62923,My race.,165,2023-10-12,64204
62924,Stage use.,44,2023-10-23,76087
62925,Six seem.,29,2023-10-18,64429
62926,Leave.,15,2023-10-16,43998
62927,Though.,179,2023-10-08,38789
62928,Challenge.,81,2023-10-20,90759
62929,Reflect.,40,2023-10-31,71384
62930,Machine.,182,2023-10-18,12486
62931,Although.,73,2023-10-24,63401
62932,Recently.,132,2023-10-10,2713
62933,Hit.,141,2023-10-09,98445
62934,During.,76,2023-10-22,48096
62935,Prove.,90,2023-10-24,27265
62936,Entire.,114,2023-10-19,92209
62937,Always.,197,2023-11-02,90274
62938,Foreign.,129,2023-10-13,53251
62939,Hand only.,53,2023-10-11,2510
62940,Cell into.,187,2023-10-16,22616
62941,Continue.,195,2023-10-30,11798
62942,Recognize.,35,2023-10-31,26402
62943,Wrong.,169,2023-11-01,26249
62944,Kind test.,115,2023-10-14,29481
62945,But.,158,2023-10-24,76680
62946,Miss.,184,2023-11-05,51408
62947,Today.,156,2023-10-31,55797
62948,Near.,30,2023-10-18,24697
62949,Appear.,91,2023-11-01,27035
62950,Stand.,163,2023-11-04,61700
62951,Hour.,99,2023-10-10,34382
62952,Know.,140,2023-11-04,47315
62953,Field set.,134,2023-10-27,14708
62954,Truth.,84,2023-10-24,31280
62955,Attack.,165,2023-10-27,61574
62956,Because.,57,2023-10-10,189
62957,Run.,100,2023-10-25,59830
62958,Letter.,114,2023-11-03,21375
62959,Arm.,186,2023-10-26,37125
62960,Set feel.,159,2023-10-14,40684
62961,Change.,163,2023-10-19,45984
62962,Down all.,51,2023-11-05,40399
62963,Book.,78,2023-10-24,29298
62964,Cost tell.,140,2023-11-05,473
62965,Staff.,10,2023-10-08,35399
62966,Book us.,77,2023-10-15,79542
62967,Day from.,80,2023-11-01,74212
62968,Rock.,131,2023-11-04,82721
62969,Range.,70,2023-11-01,98553
62970,Almost.,68,2023-10-17,39380
62971,It than.,138,2023-10-21,49961
62972,Computer.,79,2023-10-11,19229
62973,We my.,24,2023-10-26,56856
62974,Evidence.,187,2023-10-25,18259
62975,Quite.,168,2023-10-24,61797
62976,Current.,102,2023-11-02,88489
62977,Drug real.,151,2023-10-30,87629
62978,Life why.,100,2023-10-20,82836
62979,Season.,175,2023-11-06,27708
62980,Marriage.,81,2023-10-11,71137
62981,Push.,37,2023-10-13,78275
62982,Shake.,75,2023-11-06,25944
62983,Show push.,73,2023-10-09,49115
62984,Body.,15,2023-11-03,21052
62985,Happy.,27,2023-10-26,30515
62986,Heart.,145,2023-10-18,58573
62987,Mouth.,36,2023-10-13,19468
62988,Various.,159,2023-10-09,57339
62989,Writer.,107,2023-10-12,31959
62990,Manager.,153,2023-11-03,8855
62991,Account.,188,2023-10-10,51349
62992,Heavy.,66,2023-11-05,80246
62993,Watch.,97,2023-10-31,17592
62994,Month law.,158,2023-10-22,12173
62995,Available.,11,2023-10-18,29760
62996,Cup state.,107,2023-10-17,22472
62997,Office.,95,2023-11-01,36161
62998,Indeed PM.,45,2023-10-14,8267
62999,Including.,83,2023-10-11,55423
63000,Bar born.,102,2023-10-15,88114
63001,Sing.,151,2023-10-16,92531
63002,Image.,37,2023-10-22,97245
63003,Event.,159,2023-10-20,77018
63004,Toward.,23,2023-10-21,96730
63005,Recently.,25,2023-11-06,31312
63006,And.,104,2023-10-11,59125
63007,Cut.,30,2023-10-15,58864
63008,Use girl.,18,2023-10-16,65060
63009,Grow.,122,2023-11-02,21271
63010,Training.,91,2023-11-01,52833
63011,Amount.,117,2023-10-22,1143
63012,Several.,167,2023-11-05,52926
63013,Something.,100,2023-10-17,28682
63014,Law feel.,13,2023-11-03,12070
63015,Available.,77,2023-10-18,77116
63016,Everyone.,109,2023-11-03,53502
63017,Coach.,48,2023-10-10,61887
63018,Continue.,196,2023-11-02,31970
63019,Key best.,65,2023-10-23,93413
63020,Executive.,71,2023-10-23,30622
63021,Lawyer.,197,2023-10-19,13445
63022,Treatment.,10,2023-11-04,57083
63023,Without.,130,2023-10-18,9347
63024,House.,71,2023-10-26,25872
63025,Record.,182,2023-11-02,20164
63026,Media.,84,2023-10-23,76716
63027,Skin.,100,2023-10-09,20239
63028,Expert.,35,2023-10-25,75995
63029,Lawyer be.,102,2023-10-27,99473
63030,Whether.,35,2023-10-17,50477
63031,Quality.,179,2023-10-11,46434
63032,Popular.,71,2023-10-25,93386
63033,Happy.,57,2023-10-25,53153
63034,State.,48,2023-10-08,45159
63035,Value.,128,2023-11-03,89349
63036,None hit.,199,2023-10-10,12554
63037,Now food.,188,2023-10-18,32649
63038,Piece.,70,2023-10-29,52958
63039,Who.,31,2023-10-18,57822
63040,Shoulder.,193,2023-10-28,91092
63041,Activity.,105,2023-10-09,82376
63042,Into.,123,2023-11-03,49827
63043,Senior.,180,2023-10-25,27755
63044,Near old.,16,2023-11-05,74483
63045,Buy arm.,49,2023-10-18,79255
63046,Author.,125,2023-10-19,10178
63047,Election.,114,2023-10-19,56106
63048,Radio.,141,2023-10-17,50551
63049,Spring.,118,2023-10-21,39162
63050,TV week.,33,2023-10-18,38095
63051,They home.,69,2023-10-29,7511
63052,Onto.,151,2023-10-20,35097
63053,Million.,115,2023-11-02,58664
63054,While.,98,2023-10-18,98889
63055,Claim.,59,2023-10-08,82968
63056,Its.,107,2023-10-20,26972
63057,Piece.,67,2023-10-27,22799
63058,Effort.,98,2023-10-30,63640
63059,Chance.,153,2023-10-29,34487
63060,Citizen.,172,2023-10-18,88650
63061,Wear.,76,2023-10-14,86456
63062,Here.,51,2023-10-12,61688
63063,Federal.,105,2023-10-17,55183
63064,Team.,51,2023-10-17,69085
63065,Get.,61,2023-10-13,87169
63066,Think.,98,2023-11-02,60503
63067,Movement.,57,2023-11-03,71740
63068,Treatment.,140,2023-11-02,84218
63069,Whole.,51,2023-10-23,66461
63070,Hope.,108,2023-10-20,63188
63071,Focus.,144,2023-10-26,32794
63072,Receive.,118,2023-10-14,11691
63073,Race join.,52,2023-10-21,59590
63074,Approach.,57,2023-11-05,47337
63075,Deep.,102,2023-11-01,77883
63076,Call.,105,2023-11-02,30457
63077,Mother.,51,2023-10-10,29254
63078,Card that.,188,2023-10-21,82082
63079,Site over.,133,2023-10-15,10194
63080,Street.,35,2023-10-11,43328
63081,Above.,15,2023-10-28,85654
63082,Bring.,115,2023-10-21,61861
63083,Travel.,98,2023-11-05,48126
63084,Assume.,61,2023-10-18,17423
63085,How major.,123,2023-11-05,23773
63086,North hit.,121,2023-11-04,89334
63087,Own be.,70,2023-10-27,30109
