id,costo,descripcion
23379,50,easy
23380,63,development
23381,39,hope
23382,74,agency
23383,46,wear
23384,125,theory
23385,72,majority
23386,27,Congress
23387,14,whatever
23388,81,guy
23389,35,worker
23390,75,wear
23391,137,various
23392,114,same
23393,83,experience
23394,119,hold
23395,57,black
23396,51,young
23397,164,national
23398,59,own
23399,188,yeah
23400,57,true
23401,160,go
23402,53,drive
23403,96,little
23404,102,drop
23405,78,population
23406,154,goal
23407,141,language
23408,21,future
23409,78,hit
23410,78,bit
23411,76,over
23412,78,yeah
23413,136,offer
23414,34,figure
23415,70,lay
23416,172,moment
23417,74,nice
23418,72,up
23419,111,stay
23420,73,contain
23421,200,outside
23422,130,politics
23423,16,fish
23424,104,history
23425,173,resource
23426,18,hold
23427,71,camera
23428,143,approach
23429,187,after
23430,161,night
23431,24,gas
23432,198,represent
23433,86,sport
23434,155,traditional
23435,23,decision
23436,111,nice
23437,93,officer
23438,45,among
23439,125,still
23440,166,start
23441,31,where
23442,106,rich
23443,87,near
23444,154,age
23445,163,decade
23446,159,hundred
23447,124,discover
23448,74,too
23449,95,reality
23450,106,technology
23451,107,right
23452,59,enough
23453,195,but
23454,34,certain
23455,159,sister
23456,62,person
23457,36,other
23458,121,individual
23459,74,room
23460,48,forward
23461,146,local
23462,88,class
23463,82,large
23464,29,must
23465,44,day
23466,80,will
23467,175,party
23468,82,concern
23469,43,property
23470,101,end
23471,32,can
23472,132,by
23473,18,think
23474,140,allow
23475,186,executive
23476,65,nothing
23477,23,child
23478,96,one
23479,12,present
23480,61,line
23481,82,experience
23482,31,remain
23483,84,radio
23484,197,bank
23485,132,news
23486,17,his
23487,166,nearly
23488,106,military
23489,21,property
23490,58,difference
23491,70,kid
23492,84,impact
23493,29,almost
23494,183,news
23495,75,heart
23496,115,but
23497,127,show
23498,78,off
23499,144,concern
23500,34,upon
23501,151,decade
23502,37,suffer
23503,148,kind
23504,123,unit
23505,41,environment
23506,81,could
23507,184,join
23508,97,create
23509,52,as
23510,45,five
23511,65,side
23512,131,treatment
23513,161,question
23514,191,stop
23515,103,wrong
23516,28,out
23517,132,believe
23518,63,cultural
23519,24,apply
23520,20,bring
23521,108,measure
23522,74,spend
23523,172,tonight
23524,100,administration
23525,107,number
23526,69,political
23527,114,side
23528,16,paper
23529,166,pay
23530,120,everybody
23531,177,ready
23532,111,surface
23533,112,fall
23534,61,dinner
23535,195,every
23536,131,support
23537,174,fight
23538,106,way
23539,172,catch
23540,34,tend
23541,163,full
23542,186,should
23543,196,contain
23544,63,despite
23545,89,rest
23546,131,mean
23547,194,agree
23548,73,any
23549,74,style
23550,157,store
23551,178,seven
23552,101,now
23553,130,even
23554,86,foot
23555,12,suggest
23556,40,lose
23557,117,money
23558,176,last
23559,21,realize
23560,57,community
23561,15,maintain
23562,20,common
23563,194,suddenly
23564,16,cause
23565,29,small
23566,42,everyone
23567,89,western
23568,104,manager
23569,33,black
23570,89,enter
23571,23,news
23572,149,himself
23573,96,capital
23574,160,author
23575,99,born
23576,79,half
23577,92,brother
23578,135,trade
23579,175,network
23580,14,data
23581,48,cup
23582,96,easy
23583,37,play
23584,182,pull
23585,33,certainly
23586,55,hope
23587,140,five
23588,141,alone
23589,16,image
23590,176,spend
23591,45,mother
23592,133,third
23593,10,stay
23594,86,past
23595,155,and
23596,144,carry
23597,36,cultural
23598,15,parent
23599,23,compare
23600,58,lay
23601,128,story
23602,90,material
23603,172,garden
23604,140,face
23605,95,young
23606,107,federal
23607,14,knowledge
23608,99,manager
23609,180,six
23610,47,strong
23611,106,relate
23612,168,level
23613,94,try
23614,175,range
23615,179,answer
23616,125,community
23617,173,event
23618,96,serious
23619,75,for
23620,122,station
23621,61,become
23622,34,dog
23623,154,work
23624,123,floor
23625,21,determine
23626,107,data
23627,59,almost
23628,130,prove
23629,120,reflect
23630,12,lot
23631,165,I
23632,99,perform
23633,74,you
23634,197,card
23635,185,but
23636,175,improve
23637,72,seek
23638,14,budget
23639,56,interesting
23640,187,face
23641,75,especially
23642,186,character
23643,73,way
23644,91,skill
23645,158,husband
23646,167,modern
23647,178,left
23648,87,huge
23649,157,sign
23650,114,close
23651,140,none
23652,96,pay
23653,75,mind
23654,199,business
23655,171,skill
23656,31,bed
23657,164,do
23658,96,so
23659,32,growth
23660,127,trouble
23661,123,least
23662,35,among
23663,175,cell
23664,152,themselves
23665,115,sign
23666,169,plan
23667,13,respond
23668,34,great
23669,187,charge
23670,57,project
23671,139,foot
23672,146,director
23673,49,note
23674,116,use
23675,195,explain
23676,184,present
23677,163,attention
23678,115,side
23679,87,force
23680,36,add
23681,138,discuss
23682,96,common
23683,199,beautiful
23684,97,Mr
23685,12,main
23686,77,central
23687,141,drive
23688,125,million
23689,107,push
23690,62,ask
23691,104,price
23692,145,space
23693,24,student
23694,28,stage
23695,111,election
23696,200,happen
23697,70,society
23698,178,they
23699,29,hard
23700,159,close
23701,77,small
23702,196,forget
23703,93,realize
23704,110,common
23705,28,leg
23706,137,beyond
23707,27,later
23708,75,front
23709,189,vote
23710,139,program
23711,32,step
23712,191,letter
23713,60,must
23714,156,we
23715,141,wonder
23716,79,true
23717,134,pay
23718,68,though
23719,92,point
23720,124,ten
23721,64,leg
23722,89,trial
23723,69,develop
23724,12,base
23725,19,sister
23726,122,listen
23727,109,possible
23728,91,still
23729,66,charge
23730,125,range
23731,180,authority
23732,104,nice
23733,87,particular
23734,16,coach
23735,140,impact
23736,129,president
23737,127,nice
23738,125,full
23739,41,better
23740,17,purpose
23741,45,fast
23742,80,billion
23743,113,off
23744,60,box
23745,57,sound
23746,50,radio
23747,120,affect
23748,162,though
23749,120,area
23750,44,finally
23751,88,store
23752,140,issue
23753,40,born
23754,155,whom
23755,101,bag
23756,60,according
23757,42,likely
23758,137,report
23759,58,war
23760,112,attorney
23761,134,manage
23762,89,street
23763,53,dream
23764,169,break
23765,166,option
23766,200,whole
23767,195,ten
23768,98,too
23769,19,team
23770,193,woman
23771,44,fight
23772,21,property
23773,198,local
23774,146,above
23775,125,smile
23776,136,home
23777,20,day
23778,90,stage
23779,198,talk
23780,192,quality
23781,32,really
23782,34,discover
23783,179,draw
23784,137,world
23785,172,between
23786,142,case
23787,96,throughout
23788,119,area
23789,134,leave
23790,112,back
23791,24,western
23792,47,question
23793,117,mention
23794,86,baby
23795,158,case
23796,44,student
23797,167,own
23798,110,determine
23799,72,teacher
23800,49,industry
23801,147,state
23802,12,commercial
23803,68,much
23804,10,test
23805,49,experience
23806,34,garden
23807,23,security
23808,13,various
23809,73,history
23810,173,husband
23811,104,task
23812,192,recognize
23813,84,explain
23814,84,economy
23815,75,nature
23816,136,which
23817,88,hotel
23818,43,outside
23819,145,prove
23820,35,give
23821,116,while
23822,100,view
23823,143,responsibility
23824,12,drive
23825,157,marriage
23826,53,house
23827,83,ever
23828,117,age
23829,145,expert
23830,106,finish
23831,99,reduce
23832,137,speech
23833,77,person
23834,200,build
23835,167,budget
23836,63,small
23837,54,sign
23838,49,to
23839,73,lot
23840,183,true
23841,113,image
23842,82,raise
23843,14,every
23844,156,black
23845,52,forward
23846,120,put
23847,96,rise
23848,117,if
23849,11,marriage
23850,118,now
23851,76,individual
23852,65,argue
23853,98,me
23854,98,past
23855,198,worry
23856,95,difference
23857,152,always
23858,175,herself
23859,96,stuff
23860,63,boy
23861,52,think
23862,142,state
23863,184,whatever
23864,189,national
23865,84,rate
23866,144,glass
23867,184,impact
23868,143,around
23869,111,operation
23870,11,whatever
23871,100,cause
23872,71,require
23873,155,seven
23874,133,then
23875,37,would
23876,85,available
23877,50,somebody
23878,26,act
23879,28,identify
23880,19,quality
23881,149,feeling
23882,189,military
23883,68,expect
23884,76,understand
23885,179,man
23886,119,mouth
23887,149,civil
23888,86,against
23889,135,lot
23890,97,teach
23891,90,family
23892,48,country
23893,166,name
23894,136,forget
23895,74,year
23896,32,news
23897,144,road
23898,13,style
23899,95,data
23900,73,go
23901,88,according
23902,89,just
23903,184,catch
23904,162,fear
23905,191,both
23906,104,Republican
23907,16,safe
23908,108,shoulder
23909,152,possible
23910,51,opportunity
23911,177,month
23912,63,food
23913,75,only
23914,29,relationship
23915,198,certainly
23916,140,brother
23917,168,go
23918,98,town
23919,72,others
23920,92,very
23921,75,travel
23922,132,finish
23923,61,ask
23924,67,with
23925,75,professor
23926,46,on
23927,194,church
23928,62,involve
23929,13,role
23930,137,level
23931,148,pick
23932,165,live
23933,84,art
23934,19,realize
23935,73,director
23936,142,nation
23937,70,move
23938,126,here
23939,46,development
23940,200,light
23941,150,instead
23942,199,each
23943,26,throughout
23944,167,including
23945,103,believe
23946,122,investment
23947,149,watch
23948,99,heavy
23949,154,sort
23950,134,fire
23951,31,national
23952,193,item
23953,69,director
23954,147,ten
23955,51,around
23956,66,on
23957,190,onto
23958,128,sort
23959,56,plan
23960,159,order
23961,131,see
23962,153,ahead
23963,115,surface
23964,32,center
23965,173,behavior
23966,87,cultural
23967,102,build
23968,128,deal
23969,24,world
23970,191,best
23971,81,sign
23972,194,continue
23973,172,be
23974,13,thought
23975,186,imagine
23976,170,industry
23977,171,today
23978,137,race
23979,81,article
23980,109,writer
23981,121,heart
23982,113,it
23983,144,draw
23984,169,road
23985,140,law
23986,75,everyone
23987,32,report
23988,75,democratic
23989,194,kitchen
23990,160,add
23991,26,spend
23992,183,approach
23993,163,process
23994,88,give
23995,50,want
23996,166,speech
23997,149,mouth
23998,191,surface
23999,29,position
24000,62,fly
24001,150,culture
24002,133,dark
24003,74,wear
24004,44,ever
24005,103,position
24006,73,professional
24007,182,human
24008,74,level
24009,146,watch
24010,143,upon
24011,194,town
24012,141,article
24013,163,game
24014,36,discussion
24015,83,key
24016,57,tend
24017,79,sometimes
24018,21,protect
24019,133,itself
24020,134,language
24021,122,agree
24022,128,whole
24023,148,stay
24024,117,glass
24025,44,include
24026,134,should
24027,199,will
24028,150,financial
24029,190,red
24030,122,professor
24031,104,add
24032,132,game
24033,103,because
24034,105,accept
24035,171,provide
24036,34,week
24037,182,rule
24038,45,administration
24039,175,room
24040,147,business
24041,25,whom
24042,122,relate
24043,10,all
24044,50,race
24045,27,keep
24046,86,ten
24047,119,inside
24048,17,southern
24049,190,kid
24050,35,sea
24051,34,civil
24052,76,we
24053,139,behavior
24054,158,here
24055,103,girl
24056,22,they
24057,185,face
24058,127,sell
24059,168,another
24060,77,stop
24061,142,power
24062,40,actually
24063,100,develop
24064,40,production
24065,36,partner
24066,62,size
24067,69,receive
24068,21,decade
24069,56,arm
24070,115,body
24071,174,book
24072,74,outside
24073,75,record
24074,72,right
24075,102,eye
24076,164,face
24077,54,defense
24078,193,those
24079,79,sit
24080,48,space
24081,160,scene
24082,107,life
24083,160,seem
24084,120,to
24085,73,enjoy
24086,112,power
24087,192,mission
24088,176,during
24089,134,start
24090,145,dark
24091,170,a
24092,35,current
24093,66,current
24094,27,tell
24095,200,positive
24096,32,talk
24097,101,approach
24098,110,evening
24099,69,as
24100,116,current
24101,145,direction
24102,23,life
24103,85,national
24104,137,pretty
24105,25,argue
24106,128,begin
24107,77,detail
24108,182,fall
24109,173,own
24110,161,fall
24111,128,bag
24112,60,beyond
24113,101,by
24114,114,tax
24115,194,authority
24116,122,light
24117,129,beat
24118,50,should
24119,165,research
24120,58,year
24121,23,low
24122,54,not
24123,187,Mrs
24124,200,contain
24125,193,eye
24126,131,baby
24127,67,list
24128,23,look
24129,42,democratic
24130,46,yet
24131,101,upon
24132,167,image
24133,90,benefit
24134,22,tree
24135,101,thank
24136,157,campaign
24137,200,party
24138,49,field
24139,113,suggest
24140,90,ever
24141,154,finish
24142,162,world
24143,150,start
24144,146,least
24145,69,health
24146,30,seek
24147,90,teach
24148,29,loss
24149,131,role
24150,191,ability
24151,195,performance
24152,127,institution
24153,151,major
24154,86,key
24155,58,agree
24156,171,pay
24157,187,popular
24158,98,outside
24159,82,peace
24160,63,yard
24161,158,especially
24162,178,factor
24163,46,hit
24164,181,beyond
24165,160,energy
24166,76,process
24167,197,there
24168,125,education
24169,180,yourself
24170,33,fine
24171,190,man
24172,127,win
24173,73,training
24174,119,until
24175,112,first
24176,77,pass
24177,107,relationship
24178,157,person
24179,93,life
24180,39,sense
24181,58,receive
24182,41,discussion
24183,138,program
24184,191,police
24185,30,anything
24186,176,can
24187,162,size
24188,133,animal
24189,81,pattern
24190,136,design
24191,154,care
24192,151,stay
24193,145,drive
24194,90,decision
24195,131,pretty
24196,23,work
24197,173,dark
24198,40,admit
24199,104,myself
24200,161,technology
24201,47,next
24202,93,official
24203,60,any
24204,26,billion
24205,198,little
24206,77,student
24207,86,stand
24208,154,wish
24209,24,city
24210,178,reduce
24211,23,everybody
24212,24,doctor
24213,162,yet
24214,165,unit
24215,156,season
24216,66,sort
24217,101,successful
24218,122,for
24219,13,coach
24220,26,less
24221,162,wear
24222,191,bag
24223,164,can
24224,170,even
24225,60,quite
24226,30,indeed
24227,37,become
24228,68,responsibility
24229,51,little
24230,178,this
24231,174,bring
24232,165,sea
24233,122,per
24234,137,fight
24235,65,low
24236,44,trial
24237,179,bar
24238,67,visit
24239,171,within
24240,98,author
24241,54,bag
24242,152,fear
24243,75,far
24244,62,course
24245,56,exist
24246,160,weight
24247,42,prevent
24248,21,personal
24249,136,training
24250,124,fast
24251,75,model
24252,118,here
24253,90,stay
24254,81,hotel
24255,47,him
24256,151,four
24257,75,general
24258,174,lose
24259,11,floor
24260,29,area
24261,119,scientist
24262,18,wonder
24263,73,drug
24264,178,agreement
24265,13,end
24266,191,even
24267,127,plant
24268,70,enough
24269,103,air
24270,36,west
24271,182,consider
24272,158,allow
24273,115,view
24274,181,field
24275,129,skill
24276,190,either
24277,66,east
24278,81,case
24279,188,style
24280,45,provide
24281,53,protect
24282,87,participant
24283,22,today
24284,148,full
24285,38,represent
24286,113,court
24287,180,plan
24288,15,just
24289,102,bank
24290,59,four
24291,176,training
24292,47,usually
24293,33,thank
24294,63,inside
24295,179,resource
24296,62,hear
24297,92,beyond
24298,117,road
24299,93,whose
24300,40,science
24301,55,would
24302,90,hard
24303,18,scientist
24304,163,kind
24305,170,attention
24306,154,early
24307,198,spring
24308,180,game
24309,123,lead
24310,130,listen
24311,41,deep
24312,197,skill
24313,64,support
24314,152,could
24315,185,customer
24316,72,eat
24317,73,trial
24318,12,dinner
24319,43,important
24320,173,single
24321,82,door
24322,116,up
24323,178,pass
24324,32,space
24325,72,live
24326,33,enter
24327,198,environment
24328,60,quite
24329,146,information
24330,146,soon
24331,49,each
24332,11,environmental
24333,146,that
24334,24,team
24335,70,green
24336,53,both
24337,98,agency
24338,57,small
24339,199,impact
24340,89,color
24341,35,trade
24342,144,economy
24343,31,here
24344,100,government
24345,114,although
24346,138,face
24347,43,worry
24348,11,perhaps
24349,196,leave
24350,133,administration
24351,25,car
24352,105,us
24353,104,second
24354,174,write
